municipality,district,neighborhood
Manilva,Chullera,La Paloma de Manilva
Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco
Manilva,La Duquesa,La Duquesa
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Benalmádena,Arroyo de la Miel,Arroyo de la Miel
Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco
Manilva,Alcorrín,La Chullera
Rincón de la Victoria,La Cala del Moral,La Cala del Moral
Málaga,Puerto de la Torre,Fuente Alegre - El Chaparral - Los Morales
Marbella,Nueva Andalucía,Nueva Andalucía
Marbella,Nagüeles-Milla de Oro,Sierra Blanca
Estepona,Selwo,La Concha-Resina Golf
Benajarafe,Vélez-Málaga,Urbanización Río Adelfas
Mijas,Campo de Mijas,Campo de Mijas
Fuengirola,Las Gaviotas,Las Gaviotas
Mijas,La Cala de Mijas,La Cala de Mijas
Mijas,La Cala Golf - Lagar Martell,Elysium Golf
Benahavís,La Quinta,Monte Halcones
Mijas,Calaburra - Chaparral,Calaburra - Chaparral
Marbella,Nueva Andalucía,Las Brisas
Benalmádena,El Higuerón - Capellanía,Carvajal
Estepona,Benamara - Atalaya,Cancelada
Marbella,San Pedro de Alcántara,San Pedro Pueblo
Marbella,Elviria-Cabopino,Elviria
Torre del Mar,Poniente-Faro,Poniente-Faro
Estepona,Benamara - Atalaya,Cancelada
Marbella,Elviria-Cabopino,Santa María
Marbella,Nagüeles-Milla de Oro,Sierra Blanca
Benahavís,La Quinta,La Quinta
Málaga,Centro,Ensanche Centro - Soho
Alhaurín de la Torre,El Romeral-Peñón de Zapata,El Romeral-Peñón de Zapata
Marbella,Marbella Pueblo,Ricardo Soriano
Rincón de la Victoria,La Cala del Moral,La Cala del Moral
Málaga,Centro,El Molinillo - Capuchinos
Marbella,Marbella Pueblo,Playa de la Fontanilla
Málaga,Centro,La Merced
Fuengirola,Las Gaviotas,Las Gaviotas
Málaga,Este,Malagueta - Monte Sancha
Mijas,Sitio de Calahonda,Sitio de Calahonda
Fuengirola,El Higuerón,El Higuerón
Torremolinos,Centro,Ayuntamiento
Marbella,Nueva Andalucía,Rodeo Alto-Guadaiza-La Campana
Benalmádena,Benalmádena Pueblo,Los Nadales - Tio Charles
Rincón de la Victoria,Añoreta Golf - Paraíso del Sol,Golfanoreta
Cártama,Estación,Estación
Málaga,Centro,Ensanche Centro - Soho
Mijas,Mijas Golf,Mijas Golf
Rincón de la Victoria,Playa del Rincón,Playa del Rincón
Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco
Fuengirola,El Higuerón,El Higuerón
Benahavís,El Paraíso,Cdad paraiso bellevue
Marbella,Marbella Pueblo,Playa de la Fontanilla
Antequera,Bobadilla - Bobadilla Estación - La Joya,Bobadilla - Bobadilla Estación - La Joya
Málaga,Cruz de Humilladero,Cruz del Humilladero - Los Tilos
Málaga,Bailén - Miraflores,Victoria Eugenia
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Alhaurín el Grande,Ardelejos - Cuesta de la Palma - Buenavista,La Chichara
Benahavís,La Quinta,La Quinta Hills
Marbella,Elviria-Cabopino,Marbesa
Torremolinos,El Bajondillo,El Bajondillo
Málaga,Cruz de Humilladero,Camino de Antequera
Coin,Coín,Urbanización Los Alijares
Fuengirola,Torreblanca,Torreblanca
Rincón de la Victoria,Añoreta Golf - Paraíso del Sol,Golfanoreta
Mijas,Riviera del Sol,Riviera del Sol
Marbella,Nagüeles-Milla de Oro,Nagüeles
Marbella,Marbella Pueblo,Playa Bajadilla-Puertos
Benalmádena,El Higuerón - Capellanía,El Higuerón - Capellanía
Benalmádena,Torrequebrada,Cortijo Torrequebrada
Málaga,Centro,La Trinidad
Coin,Coín,Coín
Málaga,Cruz de Humilladero,Carranque - Haza Cuevas
Málaga,Campanillas,Campanillas
Fuengirola,Centro Ciudad,La Calerita
Mijas,Campo de Mijas,Campo de Mijas
Manilva,Manilva,Manilva Pueblo
Nerja,Avda Pescia - Ctra de Frigiliana,Avda Pescia - Ctra de Frigiliana
Rincón de la Victoria,Gran Sol - Montesol,Gran Sol - Montesol
Estepona,Estepona Pueblo,Zona Calvario
Málaga,Centro,La Trinidad
Málaga,Centro,Centro Histórico
Nerja,Centro,Centro
Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad
Manilva,Alcorrín,Urbanización Hacienda Guadalupe
Torremolinos,El Pinillo,El Pinillo
Mijas,Hipódromo - Cerrado del Águila,Hipódromo-Cerrado del Águila
Alora,Álora,Barriada Estación
Mijas,La Cala de Mijas,La Cala de Mijas
Benahavís,Los Flamingos,Cdad paraiso bellevue
Málaga,Cruz de Humilladero,Polígonos - Recinto Ferial
Estepona,Costa Natura,Valle Romano Golf
Estepona,Benamara - Atalaya,Nueva Atalaya
Vélez-Malaga,Camino Viejo de Málaga,Rubeltor
Mijas,Cerros del Águila,Jardines de Minea
Estepona,Punta Plata,Kempinski
Alhaurín el Grande,Centro,El Parral
Nerja,Avda Pescia - Ctra de Frigiliana,Urbanización Casa Blanca
Cártama,Estación,Puerto Terrón
Nerja,Avda Pescia - Ctra de Frigiliana,Avda Pescia - Ctra de Frigiliana
Alhaurín el Grande,Centro,Centro
Estepona,Benamara - Atalaya,Nueva Atalaya
Málaga,Este,El Candado
Mijas,Las Lagunas,Los Rios - CARE
Mijas,Las Lagunas,Los Rios - CARE
Estepona,Estepona Pueblo,Puerto de Estepona
Marbella,Nueva Andalucía,Nueva Andalucía
Estepona,Estepona Pueblo,Centro
Estepona,Benamara - Atalaya,Cancelada
Málaga,Este,El Palo
Marbella,Nueva Andalucía,Nueva Andalucía
Marbella,Rio Real-Los Monteros,Rio Real
Marbella,San Pedro de Alcántara,Guadalmina Alta
Estepona,Estepona Pueblo,Centro
Fuengirola,Torreblanca,Torreblanca
Málaga,Este,Malagueta - Monte Sancha
Ronda,Casco Histórico,Casco Histórico
Marbella,Nueva Andalucía,Nueva Andalucía
Estepona,Selwo,La Concha-Resina Golf
Málaga,Cruz de Humilladero,Cruz del Humilladero - Los Tilos
Mijas,Riviera del Sol,Riviera del Sol
Torremolinos,Montemar,Montemar
Mijas,Sitio de Calahonda,Sitio de Calahonda
Málaga,Este,Pedregalejo - Morlaco
Estepona,Selwo,Guadalmansa
Nerja,Capistrano,Jardines de Nerja
Benalmádena,Torrequebrada,Nueva Torrequebrada
Coin,Coín,Coín
Málaga,Cruz de Humilladero,Portada Alta-La Barriguilla
Coin,Coín,Coín
Benalmádena,Torrequebrada,Cortijo Torrequebrada
Málaga,Centro,Centro Histórico
Fuengirola,El Higuerón,El Higuerón
Málaga,Centro,El Molinillo - Capuchinos
Torre del Mar,Viña Málaga,La Viña
Rincón de la Victoria,Cotomar - Urbanizaciones,Las Zorreras
Mijas,Las Lagunas,Las Flores
Torrox,El Peñoncillo,Urbanizacion Panorama Beach
Mijas,Riviera del Sol,Riviera del Sol
Cártama,Cártama pueblo,Ciudad deportiva
Málaga,Este,Limonar
Málaga,Bailén - Miraflores,Victoria Eugenia
Rincón de la Victoria,Lo Cea - Los Cortijos,Los Jaralez
Málaga,Centro,Olletas - Sierra Blanquilla
Casares,Doña Julia Golf,Doña Julia Golf
Alhaurín de la Torre,Pinos de Alhaurín,Pinos de Alhaurín
Málaga,Carretera de Cádiz,Vistafranca
Marbella,San Pedro de Alcántara,Guadalmina Alta
Estepona,Selwo,Guadalmansa
Torremolinos,Montemar,Montemar
Torremolinos,Montemar,Montemar
Fuengirola,El Higuerón,El Higuerón
Estepona,Benamara - Atalaya,Paraiso-Barronal
Málaga,Este,Pedregalejo - Morlaco
Málaga,Este,Cerrado de Calderón - Hacienda Paredes
Málaga,Centro,Centro Histórico
Mijas,Mijas Golf,Mijas Golf
Málaga,Centro,Centro Histórico
Málaga,Centro,Olletas - Sierra Blanquilla
Málaga,Centro,Centro Histórico
Fuengirola,Zona Sohail,Zona Sohail
Mijas,Las Lagunas,Los Árboles
Marbella,Nagüeles-Milla de Oro,La Carolina-Guadalpín
Marbella,Nueva Andalucía,Puerto Banús
Marbella,Nagüeles-Milla de Oro,Las Lomas de Río Verde
Marbella,San Pedro de Alcántara,Guadalmina Alta
Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad
Marbella,San Pedro de Alcántara,Guadalmina Alta
Málaga,Este,El Palo
Marbella,Nueva Andalucía,Nueva Andalucía
Torremolinos,Centro,Loma de los Riscos
Fuengirola,Las Gaviotas,Don Juan Fase 1
Rincón de la Victoria,Añoreta baja,Pueblo Lago Sector C
Estepona,Benamara - Atalaya,Nueva Atalaya
Marbella,San Pedro de Alcántara,San Pedro Pueblo
Fuengirola,Centro Ciudad,Centro Ciudad
Málaga,Este,El Palo
Fuengirola,Centro Ciudad,Centro Ciudad
Rincón de la Victoria,Añoreta baja,Pueblo Lago Sector C
Málaga,Centro,Perchel norte
Estepona,Benamara - Atalaya,Paraiso-Barronal
Benalmádena,Parque de la Paloma,Parque de la Paloma
Rincón de la Victoria,Torre de Benagalbón,Barrio Cortijo Blanco
Estepona,Selwo,Guadalmansa
Marbella,Nueva Andalucía,Nueva Andalucía
Benalmádena,Solymar - Puerto Marina,Solymar - Puerto Marina
Mijas,Valtocado - La Alquería - La Atalaya,Conjunto Natura
Torrox,El Peñoncillo,Urbanizacion Panorama Beach
Mijas,Mijas Pueblo,Mijas Pueblo
Estepona,Benamara - Atalaya,Nueva Atalaya
Marbella,San Pedro de Alcántara,Guadalmina Alta
Fuengirola,Torreblanca,Torreblanca
Frigiliana,Frigiliana,La Molineta
Málaga,Centro,El Molinillo - Capuchinos
Benalmádena,Arroyo de la Miel,Arroyo de la Miel
Estepona,Selwo,Guadalmansa
Mijas,Riviera del Sol,Riviera del Sol
Torrox,El Peñoncillo,Urbanizacion Panorama Beach
Torrox,El Peñoncillo,Las Flores
Málaga,Carretera de Cádiz,Finca el Pato - Torre del Río
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Mijas,Hipódromo - Cerrado del Águila,Hipódromo-Cerrado del Águila
Estepona,Estepona Pueblo,Centro
Marbella,Nueva Andalucía,Aloha
Mijas,Campo de Mijas,Campo de Mijas
Málaga,Este,Malagueta - Monte Sancha
Málaga,Este,Malagueta - Monte Sancha
Málaga,Puerto de la Torre,Puertosol - Santa Isabel
Málaga,Carretera de Cádiz,Huelin
Málaga,Este,Cerrado de Calderón - Hacienda Paredes
Casares,Casares,Casares
Benalmádena,Solymar - Puerto Marina,Solymar - Puerto Marina
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Estepona,Selwo,La Concha-Resina Golf
Marbella,Nueva Andalucía,Puerto Banús
Málaga,Puerto de la Torre,Fuente Alegre - El Chaparral - Los Morales
Coin,Coín,Las Delicias
Málaga,Centro,Ensanche Centro - Soho
Estepona,Selwo,La Concha-Resina Golf
Estepona,Benamara - Atalaya,Nueva Atalaya
Málaga,Carretera de Cádiz,Los Guindos - Parque Mediterráneo - Santa Paula
Mijas,Sitio de Calahonda,Sitio de Calahonda
Estepona,Punta Plata,Punta Plata
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Manilva,La Duquesa,La Duquesa
Málaga,Este,Limonar
Mijas,Sitio de Calahonda,Sitio de Calahonda
Marbella,Nagüeles-Milla de Oro,Las Lomas de Río Verde
Fuengirola,Las Gaviotas,Torreblanca
Málaga,Centro,Conde de Ureña
Rincón de la Victoria,Añoreta baja,Conjunta Rubimar
Marbella,Elviria-Cabopino,Cabopino-Artola
Málaga,Churriana,Churriana - La Noria
Málaga,Puerto de la Torre,Los Almendros - El Limonero - El Tomillar
Torremolinos,Centro,Manantiales - Estación de Autobuses
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Marbella,Nagüeles-Milla de Oro,Sierra Blanca
Fuengirola,Los Pacos,Los Pacos
Marbella,San Pedro de Alcántara,Guadalmina Alta
Málaga,Este,Cerrado de Calderón - Hacienda Paredes
Manilva,Manilva,Manilva Pueblo
Fuengirola,Las Gaviotas,Torreblanca
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Marbella,Nueva Andalucía,Nueva Andalucía
Marbella,Nueva Andalucía,Nueva Andalucía
Estepona,Benamara - Atalaya,Nueva Atalaya
Málaga,Carretera de Cádiz,El Torcal
Marbella,San Pedro de Alcántara,Guadalmina Alta
Benalmádena,Benalmádena Pueblo,Rancho Domingo - La Hacienda
Estepona,Estepona Pueblo,Sierra de Estepona-Avda de Andalucia
Marbella,Nueva Andalucía,Nueva Andalucía
Benahavís,La Quinta,El Hierro Alto
Málaga,Este,Malagueta - Monte Sancha
Benahavís,Los Flamingos,La Perdiz
Marbella,San Pedro de Alcántara,Guadalmina Alta
Marbella,Nueva Andalucía,Los Naranjos
Benalmádena,Parque de la Paloma,Parque de la Paloma
Málaga,Centro,El Ejido
Benalmádena,Solymar - Puerto Marina,Solymar - Puerto Marina
Mijas,Riviera del Sol,Riviera del Sol
Torre del Mar,Paseo Marítimo de Levante,Conjunto los Geranios
Benalmádena,Solymar - Puerto Marina,Solymar - Puerto Marina
Mijas,Riviera del Sol,Riviera del Sol
Málaga,Carretera de Cádiz,Girón - Las Delicias - Pacífico
Marbella,San Pedro de Alcántara,Guadalmina Alta
Málaga,Este,Malagueta - Monte Sancha
Málaga,Centro,Perchel norte
Mijas,Cerros del Águila,Jardines del Aguila
Marbella,Nueva Andalucía,Rodeo Alto-Guadaiza-La Campana
Estepona,Estepona Pueblo,Zona Calvario
Torremolinos,El Pinillo,El Pinillo
Torrox,Torrox Park,Las Flores
Málaga,Centro,Centro Histórico
Torremolinos,Montemar,Montemar
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Estepona,Selwo,Las Lomas
Estepona,Estepona Pueblo,Centro
Coin,Coín,Coín
Estepona,Estepona Pueblo,Centro
Marbella,San Pedro de Alcántara,Guadalmina Alta
Mijas,La Cala de Mijas,La Cala de Mijas
Málaga,Centro,Ensanche Centro - Soho
Mijas,Sitio de Calahonda,Sitio de Calahonda
Málaga,Carretera de Cádiz,Pacífico
Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad
Benahavís,La Alquería,Urbanisacion El Paraiso Alto
Manilva,El Castillo,Urbanización Los Hidalgos
Rincón de la Victoria,La Cala del Moral,La Cala del Moral
Rincón de la Victoria,La Cala del Moral,La Cala del Moral
Málaga,Este,Malagueta - Monte Sancha
Málaga,Centro,Perchel norte
Málaga,Este,El Candado
Mijas,La Cala de Mijas,La Cala de Mijas
Málaga,Centro,Centro Histórico
Málaga,Bailén - Miraflores,La Florida - Parque norte
Torrox,Torrox Pueblo,Torrox Pueblo
Benalmádena,Solymar - Puerto Marina,Solymar - Puerto Marina
Mijas,Centro Ciudad,Las Lagunas
Estepona,Playa Bahía Dorada,Bahía Dorada
Málaga,Centro,Perchel norte
Málaga,Carretera de Cádiz,Vistafranca
Ronda,San Rafael,San Rafael
Rincón de la Victoria,Gran Sol - Montesol,Gran Sol - Montesol
Torrox,El Peñoncillo,El Peñoncillo
Estepona,Estepona Pueblo,Centro
Málaga,Cruz de Humilladero,Carranque - Haza Cuevas
Málaga,Carretera de Cádiz,El Torcal
Mijas,Las Lagunas,Los Rios - CARE
Benalmádena,Torrequebrada,Hacienda Torrequebrada
Estepona,Selwo,Guadalmansa
Málaga,Cruz de Humilladero,Carranque - Haza Cuevas
Málaga,Cruz de Humilladero,Carranque - Haza Cuevas
Málaga,Teatinos,Cortijo Alto
Mijas,Campo de Mijas,Campo de Mijas
Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad
Málaga,Carretera de Cádiz,Pacífico
Estepona,Estepona Pueblo,Centro
Málaga,Bailén - Miraflores,Victoria Eugenia
Benalmádena,Torrequebrada,Hacienda Torrequebrada
Marbella,Elviria-Cabopino,Marbesa
Benalmádena,El Higuerón - Capellanía,El Higuerón - Capellanía
Marbella,Nueva Andalucía,Rodeo Alto-Guadaiza-La Campana
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Marbella,Elviria-Cabopino,Romana Playa
Mijas,Riviera del Sol,Riviera del Sol
Ojén,Palo Alto,Palo Alto
Benahavís,Los Arqueros-Puerto del Almendro,Los Arqueros-Puerto del Almendro
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Benahavís,Los Arqueros-Puerto del Almendro,Los Arqueros
Marbella,Rio Real-Los Monteros,Bello Horizonte-Lindasol
Marbella,Elviria-Cabopino,Marbesa
Estepona,Benamara - Atalaya,Villacana - Costalita - Saladillo
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Málaga,Centro,Ensanche Centro - Soho
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Marbella,Nagüeles-Milla de Oro,La Carolina-Guadalpín
Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club
Marbella,Nagüeles-Milla de Oro,Puente Romano
Alhaurín de la Torre,Manantiales - Lagar - Cortijo,Manantiales - Lagar - Cortijo
Alhaurín de la Torre,Capellanía - Retamar,Capellanía - Retamar
Málaga,Centro,La Trinidad
Mijas,Las Lagunas,Los Árboles
Benahavís,Los Flamingos,Urbanisacion El Paraiso Alto
Marbella,Nueva Andalucía,Los Naranjos
Benahavís,La Quinta,La Quinta Hills
Archidona,Archidona,Archidona
Marbella,San Pedro de Alcántara,San Pedro Pueblo
Málaga,Campanillas,Campanillas
Vélez-Malaga,Camino Viejo de Málaga,Reñidero
Málaga,Centro,Perchel norte
Málaga,Centro,Centro Histórico
Málaga,Este,El Palo
Antequera,Zona de la Vega,Zona de la Vega
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Mijas,Riviera del Sol,Riviera del Sol
Málaga,Carretera de Cádiz,Vistafranca
Málaga,Centro,Perchel norte
Málaga,Este,El Palo
Coin,Coín,Urbanización Los Alijares
Málaga,Centro,Cristo de la Epidemia
Málaga,Este,Malagueta - Monte Sancha
Marbella,Marbella Pueblo,Ricardo Soriano
Marbella,Marbella Pueblo,Ricardo Soriano
Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad
Marbella,Nagüeles-Milla de Oro,Sierra Blanca
Vélez-Malaga,Centro Ciudad - El Carmen,Reñidero
Marbella,Marbella Pueblo,Playa Bajadilla-Puertos
Málaga,Centro,Perchel norte
Málaga,Campanillas,Campanillas
Marbella,Nueva Andalucía,Nueva Andalucía
Marbella,Nueva Andalucía,Puerto Banús
Torremolinos,Centro,Manantiales - Estación de Autobuses
Málaga,Cruz de Humilladero,Carranque - Haza Cuevas
Málaga,Centro,Centro Histórico
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Málaga,Centro,Perchel sur - El Bulto
Fuengirola,Zona Puerto Deportivo,Zona Puerto Deportivo
Málaga,Centro,Perchel sur - El Bulto
Málaga,Centro,Perchel sur - El Bulto
Marbella,Nueva Andalucía,La Dama de Noche-La Alzambra
Málaga,Bailén - Miraflores,La Florida - Parque norte
Málaga,Centro,Centro Histórico
Málaga,Centro,Perchel norte
Marbella,Marbella Pueblo,Ricardo Soriano
Marbella,Marbella Pueblo,Casco Antiguo
Marbella,Nueva Andalucía,Puerto Banús
Mijas,Las Lagunas,Los Rios - CARE
Málaga,Centro,Centro Histórico
Estepona,Benamara - Atalaya,Paraiso-Barronal
Málaga,Centro,La Merced
Málaga,Centro,Centro Histórico
Málaga,Centro,Centro Histórico
Málaga,Centro,Centro Histórico
Málaga,Carretera de Cádiz,Finca el Pato - Torre del Río
Estepona,Benamara - Atalaya,Paraiso-Barronal
Málaga,Centro,El Molinillo - Capuchinos
Vélez-Malaga,Camino Viejo de Málaga,Reñidero
Málaga,Churriana,El Cuartón - Heliomar
Benalmádena,Arroyo de la Miel,Arroyo de la Miel
Marbella,Marbella Pueblo,Playa Bajadilla-Puertos
Mijas,La Cala de Mijas,La Cala de Mijas
Málaga,Campanillas,Campanillas
Málaga,Bailén - Miraflores,Victoria Eugenia
Estepona,Benamara - Atalaya,Atalaya-Isdabe
Estepona,Estepona Pueblo,Centro
Málaga,Centro,La Goleta - San Felipe Neri
Málaga,Este,Pedregalejo - Morlaco
Málaga,Centro,Gibralfaro
Málaga,Carretera de Cádiz,Pacífico
Marbella,San Pedro de Alcántara,Guadalmina Alta
Alhaurín de la Torre,Centro,Centro
Alhaurín el Grande,Centro,Centro
Málaga,Centro,Ensanche Centro - Soho
Vélez-Malaga,Zona Hispanidad-Vivar Téllez,Real Bajo
Villanueva de Algaidas,Villanueva de Algaidas,Villanueva de Algaidas
Ronda,San Francisco,San Francisco
Málaga,Carretera de Cádiz,Nuevo San Andrés - Dos Hermanas
Málaga,Bailén - Miraflores,La Florida - Parque norte
Málaga,Carretera de Cádiz,La Luz
Ronda,San Cristóbal,San Cristóbal
Fuengirola,Playa de los Boliches,Playa de los Boliches
Marbella,Marbella Pueblo,Playa Bajadilla-Puertos
Alhaurín el Grande,Centro,Centro
Archidona,Archidona,Archidona
Alhaurín el Grande,Centro,El Zángano
Antequera,Centro,Centro
Rincón de la Victoria,Playa del Rincón,Playa del Rincón
Málaga,Carretera de Cádiz,Nuevo San Andrés - Dos Hermanas
Torremolinos,El Bajondillo,El Bajondillo
Torremolinos,La Carihuela - Los Nidos,La Carihuela - Los Nidos
Alhaurín de la Torre,El Romeral-Peñón de Zapata,El Romeral-Peñón de Zapata
Málaga,Carretera de Cádiz,El Torcal
Fuengirola,Los Boliches,Los Boliches
Málaga,Teatinos,El Tejar - Hacienda Bizcochero
Málaga,Centro,Perchel sur - El Bulto
Málaga,Carretera de Cádiz,Huelin
Málaga,Centro,El Molinillo - Capuchinos
Estepona,Benamara - Atalaya,Atalaya-Isdabe
Marbella,San Pedro de Alcántara,San Pedro Pueblo
Archidona,Archidona,Archidona
Torremolinos,Centro,Manantiales - Estación de Autobuses
Ronda,San Francisco,San Francisco
Benalmádena,Solymar - Puerto Marina,Solymar - Puerto Marina
Torremolinos,El Pinillo,El Pinillo
Málaga,Cruz de Humilladero,Santa Cristina - San Rafael
Mijas,Sitio de Calahonda,Sitio de Calahonda
Alhaurín de la Torre,Centro,Centro
Torre del Mar,Poniente-Faro,Poniente-Faro
Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad
Málaga,Bailén - Miraflores,Suárez
Málaga,Cruz de Humilladero,Cruz del Humilladero - Los Tilos
Málaga,Bailén - Miraflores,Suárez
Torremolinos,El Bajondillo,El Bajondillo
Antequera,Bobadilla - Bobadilla Estación - La Joya,Bobadilla - Bobadilla Estación - La Joya
Benalmádena,Arroyo de la Miel,Arroyo de la Miel
Málaga,Centro,Perchel sur - El Bulto
Nerja,Centro,Centro
Antequera,Zona de la Vega,Zona de la Vega
Coin,Coín,Coín
Marbella,Marbella Pueblo,Ricardo Soriano
Nerja,Chaparil - Torrecilla - Punta Lara,Chaparil - Torrecilla - Punta Lara
Marbella,Nueva Andalucía,Puerto Banús
Málaga,Carretera de Cádiz,Los Guindos - Parque Mediterráneo - Santa Paula
Mijas,Las Lagunas,Los Árboles
Marbella,Marbella Pueblo,Ricardo Soriano
Marbella,Marbella Pueblo,Ricardo Soriano
Marbella,Marbella Pueblo,La Patera
Estepona,Benamara - Atalaya,Paraiso-Barronal
Málaga,Centro,Gibralfaro
Málaga,Bailén - Miraflores,San Alberto - La Alcubilla - Florisol
Málaga,Bailén - Miraflores,Victoria Eugenia
Antequera,Centro,Centro
Fuengirola,Centro Ciudad,El Consejo
Benalmádena,Torrequebrada,Zona Centro Comercial Torrequebrada
Fuengirola,Centro Ciudad,La Calerita
Málaga,Carretera de Cádiz,Vistafranca
Yunquera,Yunquera,Yunquera
Estepona,Estepona Pueblo,Puerto de Estepona
Alhaurín de la Torre,El Romeral-Peñón de Zapata,El Romeral-Peñón de Zapata
